Seq_id	Size	Description
1	4530125	NZ_CP006758.1
2	4502257	NZ_CP006794.1
3	4639390	CP045640.1
4	4553586	NC_014029.1
5	4636496	NZ_CP033690.1
6	4708493	NZ_CP033699.1
7	4708024	NZ_CP009906.1
8	4501786	NZ_CP009935.1
9	4653728	NC_003143.1
10	4546217	NZ_CP045149.1
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
2	+	4027916	4029853	1938
2	+	4230066	4232003	1938
2	-	1065442	1063505	1938
2	-	2247791	2246510	1282
2	-	4125082	4123552	1531
3	+	1023642	1025183	1542
3	+	3062287	3064224	1938
3	-	1765604	1763667	1938
3	-	1224353	1222416	1938
3	-	3132326	3131023	1304
3	+	2955632	2957817	2186
3	-	1292322	1290385	1938
3	-	2606533	2604596	1938
3	+	187806	189743	1938
3	+	2052618	2054436	1819
3	+	212633	214570	1938
3	-	2143772	2141770	2003
3	-	255382	253445	1938
3	-	882897	880960	1938
3	+	2549366	2551303	1938
3	+	3305233	3307119	1887
3	-	4544716	4542779	1938
3	+	2500567	2501997	1431
3	+	1637251	1639188	1938
3	+	3479819	3481756	1938
3	-	4456937	4455633	1305
3	+	4429314	4431251	1938
3	-	409356	407419	1938
3	+	4363350	4364664	1315
3	+	1478379	1480316	1938
3	-	4257344	4252273	5072
3	+	495973	497910	1938
3	-	2038149	2036212	1938
3	+	2361672	2363609	1938
3	+	3963833	3965770	1938
3	+	3933584	3935521	1938
3	+	2265689	2267492	1804
3	+	746609	748536	1928
3	+	1950257	1952194	1938
3	+	3723591	3725508	1918
4	-	668423	666506	1918
4	-	2249250	2247313	1938
4	+	1145818	1147745	1928
4	+	1195103	1197041	1939
4	+	3713013	3714899	1887
4	-	2374553	2372616	1938
4	+	3887561	3889498	1938
4	-	1283416	1281479	1938
4	-	3538206	3536903	1304
4	-	2533440	2531503	1938
4	-	4135071	4133134	1938
4	-	41206	39269	1938
4	+	104271	105486	1216
4	-	3331393	3329456	1938
4	+	899859	901796	1938
4	-	1329197	1327260	1938
4	+	2577311	2579248	1938
4	+	2161369	2163306	1938
4	-	217557	216546	1012
4	-	4260695	4258758	1938
4	+	2778518	2780455	1938
4	+	1426152	1427693	1542
4	-	746659	745378	1282
4	-	244672	242735	1938
4	+	2881961	2884759	2799
4	-	4285534	4283597	1938
4	-	3240760	3238823	1938
4	-	456485	454548	1938
4	-	1691800	1689863	1938
4	-	1933702	1932273	1430
4	-	3027629	3025448	2182
4	+	3104180	3106117	1938
4	-	626616	624679	1938
5	+	1602392	1604329	1938
5	-	3444709	3442707	2003
5	+	3566659	3568461	1803
5	+	1577566	1579503	1938
5	-	1645165	1643228	1938
5	+	3353571	3355389	1819
5	+	1732493	1734430	1938
5	-	3339102	3337165	1938
5	+	3662599	3664536	1938
5	+	1375452	1376667	1216
5	-	4544015	4542078	1938
5	-	4517618	4516315	1304
5	+	1886310	1888247	1938
5	+	2136974	2138901	1928
5	+	4448869	4450806	1938
5	+	55981	57867	1887
5	-	140739	138802	1938
5	-	2273267	2271330	1938
5	+	3251931	3253858	1928
5	+	2414056	2415293	1238
5	+	4342188	4344373	2186
5	+	232510	234447	1938
5	-	4166878	4164941	1938
5	-	2614760	2612823	1938
5	-	1311676	1309739	1938
5	-	2682364	2680427	1938
5	-	1011078	1006007	5072
5	+	475938	477855	1918
5	-	3129842	3128400	1443
5	+	686632	688569	1938
5	+	3862749	3864686	1938
5	+	3026583	3028520	1938
5	+	716881	718818	1938
5	+	4038722	4040659	1938
5	+	2867683	2869620	1938
5	-	3970226	3968299	1928
6	-	1959217	1957281	1937
6	+	3331547	3333483	1937
6	-	1135792	1133856	1937
6	+	2438927	2440356	1430
6	+	3037601	3039538	1938
6	-	4340667	4338730	1938
6	+	4342059	4343995	1937
6	-	4315842	4313906	1937
6	-	2009357	2007914	1444
6	+	4409007	4410944	1938
6	+	2357303	2359240	1938
6	+	1903388	1905324	1937
6	-	2981214	2979277	1938
6	+	4225419	4227356	1938
6	+	2536288	2538225	1938
6	-	1073895	1072302	1594
6	-	3144960	3142779	2182
6	-	4186768	4184831	1938
6	-	4093066	4091493	1574
6	-	1862478	1860541	1938
6	+	4065174	4067111	1938
6	-	1277388	1275451	1938
6	-	3986844	3984907	1938
6	-	4447403	4445466	1938
6	-	2585769	2583832	1938
6	+	3901849	3903786	1938
6	+	3222824	3224761	1938
6	-	1319026	1317089	1938
6	-	2313066	2311129	1938
6	+	1792365	1794302	1938
6	+	1740665	1742602	1938
6	-	57601	55664	1938
6	+	123516	125453	1938
6	+	997538	999465	1928
6	-	4525679	4523742	1938
6	+	4536935	4542009	5075
6	-	3851348	3849411	1938
6	-	4609991	4608054	1938
6	-	2867273	2865336	1938
6	-	2065894	2063891	2004
6	+	1352789	1354726	1938
6	+	4698104	4700041	1938
6	+	227653	230451	2799
6	+	3756015	3757952	1938
6	-	3674392	3672455	1938
6	-	2635477	2633675	1803
6	+	375688	377625	1938
6	+	3270589	3272526	1938
6	+	2223397	2225215	1819
6	+	3579579	3581465	1887
6	-	418430	416493	1938
6	-	934508	932571	1938
6	-	456623	454687	1937
6	-	1677831	1675894	1938
6	+	2805987	2807923	1937
6	-	3492864	3490927	1938
6	+	2738076	2740013	1938
6	-	498483	496566	1918
6	-	895906	893969	1938
6	+	3401689	3403943	2255
6	+	591161	593024	1864
6	+	2134110	2136047	1938
6	-	2208928	2206991	1938
6	+	685826	687780	1955
6	+	1602511	1604448	1938
6	-	3400302	3398999	1304
6	-	740093	738157	1937
6	+	775616	777553	1938
6	+	1540933	1542870	1938
6	-	1181573	1179636	1938
7	+	939758	941694	1937
7	-	4288202	4286264	1939
7	-	487933	485995	1939
7	-	2349340	2347403	1938
7	+	438611	440547	1937
7	+	4351035	4352967	1933
7	-	2427632	2425695	1938
7	+	2438888	2443964	5077
7	-	2511942	2510005	1938
7	+	2310949	2312885	1937
7	+	2244001	2245937	1937
7	-	537642	535839	1804
7	+	341253	342682	1430
7	-	2242608	2240671	1938
7	+	4212887	4214820	1934
7	+	4402714	4404666	1953
7	+	259630	261566	1937
7	-	3506318	3504381	1938
7	-	215393	213456	1938
7	+	640240	642177	1938
7	+	708150	710087	1938
7	-	769432	767499	1934
7	+	125724	127542	1819
7	+	3386031	3387968	1938
7	+	2600053	2601990	1938
7	-	111255	109321	1935
7	-	3544920	3542983	1938
7	-	883371	881434	1938
7	+	4151309	4153247	1939
7	-	2217782	2215844	1939
7	-	4472839	4470904	1936
7	+	4513748	4515662	1915
7	-	2668043	2666106	1938
7	-	1047135	1044954	2182
7	+	2127361	2129296	1936
7	+	1124999	1126933	1935
7	+	1172761	1174698	1938
7	+	2733956	2735891	1936
7	-	3350508	3348571	1938
7	+	3296241	3298195	1955
7	+	3607950	3609876	1927
7	-	4569576	4567641	1936
7	+	1233718	1235654	1937
7	-	3684302	3682711	1592
7	-	2088710	2086773	1938
7	-	1302473	1301170	1304
7	-	1995009	1993436	1574
7	+	1303860	1306110	2251
7	-	3746188	3744254	1935
7	+	3963179	3965110	1932
7	+	1967123	1969054	1932
7	-	1395021	1393085	1937
7	+	36444	38380	1937
7	+	3201575	3203438	1864
7	+	2838110	2840881	2772
7	-	1888794	1886856	1939
7	+	1481733	1483620	1888
7	-	3791968	3790031	1938
7	-	3108897	3106983	1915
7	+	1803801	1805736	1936
7	+	2986115	2988046	1932
7	-	1576371	1574437	1935
7	-	3929417	3927483	1935
7	-	3067041	3065104	1938
7	-	4619716	4618273	1444
7	-	4676252	4674249	2004
7	+	1657975	1659912	1938
7	-	1753306	1751369	1938
7	-	3028847	3026911	1937
7	-	3887782	3885845	1938
8	+	43189	44800	1612
8	-	2286768	2285157	1612
8	+	2972234	2974172	1939
8	-	104175	102564	1612
8	-	2347742	2345806	1937
8	-	1134043	1132107	1937
8	-	3504081	3502144	1938
8	+	1326573	1328526	1954
8	+	4013479	4015007	1529
8	+	2222823	2224428	1606
8	+	1467566	1469504	1939
8	+	153386	155313	1928
8	+	4116706	4118639	1934
8	+	1103244	1104445	1202
8	+	3266266	3268218	1953
8	+	189712	190970	1259
8	+	3797294	3799232	1939
8	-	195937	194000	1938
8	-	2357840	2356236	1605
8	+	1548382	1550235	1854
8	-	3641475	3639538	1938
8	-	249702	247848	1855
8	+	2069522	2071458	1937
8	-	349823	347885	1939
8	+	3624659	3625920	1262
8	+	1078989	1080926	1938
8	-	3247616	3245681	1936
8	-	2381960	2380329	1632
8	-	1908141	1906209	1933
8	-	389663	388641	1023
8	-	807594	805983	1612
8	-	1037529	1035918	1612
8	-	4025378	4023584	1795
8	+	3924216	3926150	1935
8	+	3699216	3700645	1430
8	+	524998	526935	1938
8	+	3156333	3158270	1938
8	-	3108396	3106464	1933
8	+	4400184	4402118	1935
8	+	904204	906140	1937
8	+	1633846	1635780	1935
8	-	2676308	2674698	1611
8	-	3008639	3007028	1612
8	+	2489473	2491084	1612
8	-	4336218	4334281	1938
8	-	1692850	1690919	1932
8	+	4046181	4048116	1936
8	+	695946	697884	1939
8	-	4476378	4474441	1938
9	+	2826195	2828132	1938
9	+	3485646	3487440	1795
9	-	1930810	1928873	1938
9	+	190067	192001	1935
9	-	3576358	3574421	1938
9	-	2659963	2658026	1938
9	-	2971046	2968865	2182
9	-	41207	39270	1938
9	+	694560	695668	1109
9	-	4525115	4520044	5072
9	-	858868	856931	1938
9	-	3484434	3482499	1936
9	-	908099	906172	1928
9	-	1622353	1620416	1938
9	-	1015376	1013613	1764
9	-	693799	691869	1931
9	-	2566367	2564365	2003
9	-	1728517	1726600	1918
9	+	3048951	3050888	1938
9	+	1974698	1976635	1938
9	+	1992576	1994513	1938
9	+	3662711	3664586	1876
9	-	614904	612987	1918
9	-	4238727	4236790	1938
9	+	1502757	1504694	1938
9	+	2466604	2468415	1812
9	-	247663	245726	1938
9	-	4213901	4211964	1938
9	-	2452135	2450198	1938
9	+	3140446	3142383	1938
9	-	402985	401048	1938
9	-	107516	106510	1007
9	-	4136697	4134760	1938
9	-	3277024	3275087	1938
9	-	573122	571185	1938
9	+	3836982	3838865	1884
9	+	2364254	2366191	1938
9	+	2135475	2137412	1938
9	-	1280000	1278063	1938
9	-	1234220	1232283	1938
9	+	3950397	3952334	1938
9	+	1145945	1147882	1938
9	+	3998780	4000643	1864
9	-	2296799	2294862	1938
10	-	457485	455548	1938
10	-	570978	569041	1938
10	+	4471431	4473368	1938
10	+	4406124	4407180	1057
10	+	2658349	2660286	1938
10	-	2188180	2186243	1938
10	-	1868763	1866926	1838
10	-	303409	301472	1938
10	+	3891171	3893108	1938
10	+	260667	262604	1938
10	+	1993990	1995992	2003
10	-	4295568	4294264	1305
10	-	2926168	2924520	1649
10	-	1573290	1571353	1938
10	+	3065761	3067698	1938
10	+	3681247	3683092	1846
10	+	1444751	1446688	1938
10	-	745434	743497	1938
10	+	4267945	4269882	1938
10	-	782695	780758	1938
10	-	2472997	2471060	1938
10	-	3387860	3386015	1846
10	+	235841	237778	1938
10	+	2099677	2101614	1938
10	-	2314044	2312107	1938
10	-	3309041	3307104	1938
10	-	4184406	4179335	5072
10	-	921081	919287	1795
10	-	3201364	3199437	1928
10	+	3540392	3542329	1938
10	-	989710	987773	1938
10	-	1096149	1094212	1938
10	-	1773331	1771394	1938
--------------------------------------------------------------------------------
Block #2
Seq_id	Strand	Start	End	Length
1	-	4521466	4519597	1870
8	+	192081	193950	1870
--------------------------------------------------------------------------------
Block #3
Seq_id	Strand	Start	End	Length
1	+	2853091	2854174	1084
1	+	23650	24733	1084
1	+	725462	726548	1087
1	-	2832558	2831475	1084
1	+	829634	830717	1084
1	-	1447704	1446621	1084
1	-	2563923	2562840	1084
1	-	2000456	1999373	1084
1	+	3040348	3041431	1084
1	+	3701977	3703060	1084
1	+	2188348	2189431	1084
1	-	2401831	2400748	1084
1	+	3352607	3353690	1084
1	-	3129381	3128298	1084
1	+	3176154	3177227	1074
1	-	2435192	2434109	1084
2	-	1178313	1177230	1084
2	+	301230	302311	1082
2	+	3221758	3222841	1084
2	-	4146410	4145327	1084
2	+	4113307	4114390	1084
2	+	4289878	4290961	1084
2	+	3985567	3986650	1084
2	-	1935438	1934355	1084
2	+	52118	53201	1084
2	-	3827423	3826340	1084
2	-	3696124	3695041	1084
2	-	3304510	3303427	1084
2	-	3333682	3332599	1084
2	+	3657649	3658732	1084
2	-	4366822	4365739	1084
2	-	3631619	3630535	1085
2	-	3483930	3482857	1074
2	-	3516027	3514944	1084
3	+	3956594	3957677	1084
3	+	2319261	2320344	1084
3	-	2028148	2026448	1701
3	-	1962743	1961660	1084
3	-	1627151	1626078	1074
3	-	2615094	2614011	1084
3	-	1845685	1844602	1084
3	-	1705761	1704678	1084
3	-	988062	986979	1084
3	-	3103215	3102132	1084
3	+	2056426	2057509	1084
3	+	3050535	3051618	1084
3	+	1989485	1990568	1084
3	+	2803360	2804443	1084
3	+	1364194	1365277	1084
3	+	74984	76067	1084
3	+	2447068	2448151	1084
3	-	1476877	1475794	1084
3	+	2481771	2482854	1084
3	-	1447659	1446576	1084
3	-	2478211	2477128	1084
4	+	2534942	2536025	1084
4	+	2942650	2943733	1084
4	-	1880639	1879556	1084
4	+	1768667	1769750	1084
4	+	2662700	2663783	1084
4	-	1851421	1850338	1084
4	-	2694568	2693485	1084
4	+	2384659	2385732	1074
4	-	3182730	3181647	1084
4	-	4398474	4397391	1084
4	+	3262866	3263949	1084
4	-	18917	17834	1084
4	-	3252512	3251429	1084
4	+	2352519	2353602	1084
4	-	1390581	1389498	1084
4	-	2143092	2142009	1084
4	+	2171361	2172444	1084
4	-	2210023	2208940	1084
4	+	2698128	2699211	1084
4	+	2236764	2237847	1084
4	-	3339954	3338871	1084
5	-	4107000	4105917	1084
5	-	3329101	3327401	1701
5	+	3782680	3783763	1084
5	+	3747977	3749060	1084
5	-	3016483	3015410	1074
5	+	3357379	3358462	1084
5	+	3620230	3621313	1084
5	-	3148625	3147542	1084
5	+	709642	710725	1084
5	+	2754236	2755319	1084
5	-	2866181	2865098	1084
5	+	3290438	3291521	1084
5	-	2378434	2377351	1084
5	+	4437117	4438200	1084
5	-	3779120	3778037	1084
5	+	4189859	4190942	1084
5	+	4030161	4031244	1084
5	-	2836963	2835880	1084
5	+	1464663	1465746	1084
5	-	3264407	3263324	1084
6	+	2661104	2662187	1084
6	-	1893282	1892209	1074
6	+	4432006	4433089	1084
6	-	2028152	2027069	1084
6	-	2875834	2874751	1084
6	+	2623739	2624822	1084
6	+	1392863	1393946	1084
6	+	2227205	2228288	1084
6	-	1475630	1474547	1084
6	-	2657544	2656462	1083
6	-	2198936	2197236	1701
6	+	2492801	2494111	1311
6	-	1504848	1503765	1084
6	-	1539427	1538341	1087
6	+	3066855	3067938	1084
6	-	3309442	3308359	1084
6	+	658742	659825	1084
6	+	3319795	3320878	1084
6	+	2160274	2161357	1084
6	-	1739163	1738080	1084
7	+	4003244	4004327	1084
7	+	62604	63687	1084
7	+	525903	526986	1084
7	+	395125	396435	1311
7	+	129532	130615	1084
7	-	4086011	4084928	1084
7	-	4115225	4114144	1082
7	+	1221967	1223049	1083
7	-	4638511	4637428	1084
7	-	1211614	1210531	1084
7	+	969011	970094	1084
7	-	101266	99566	1701
7	-	4149803	4148717	1087
7	-	4503643	4502570	1074
7	-	559709	558626	1084
7	+	3269157	3270240	1084
7	+	2333947	2335030	1084
7	-	777992	776910	1083
7	-	4349533	4348450	1084
7	+	563269	564351	1083
8	+	3545112	3546194	1083
8	+	1580030	1581113	1084
8	-	4171415	4170332	1084
8	-	3809787	3808703	1085
8	-	3482980	3481896	1085
8	+	1413726	1414809	1084
8	+	3754428	3755511	1084
8	+	1409314	1410397	1084
8	+	1616584	1617667	1084
8	-	3241862	3240780	1083
8	+	2294896	2295979	1084
8	-	3146525	3145452	1074
8	+	217397	218480	1084
8	-	1219553	1218470	1084
8	-	4259565	4258482	1084
8	-	1917799	1916717	1083
8	+	1191488	1192571	1084
8	-	3950708	3949625	1084
8	+	853254	854337	1084
8	+	2754961	2756044	1084
8	+	1139598	1140681	1084
8	+	3444939	3446022	1084
8	+	2960472	2961556	1085
8	+	4004939	4006022	1084
8	-	3437322	3436239	1084
8	+	4042400	4043484	1085
8	+	2992575	2993658	1084
8	-	3278426	3277343	1084
8	-	1015556	1014473	1084
8	-	1900257	1899174	1084
9	-	2258320	2257237	1084
9	-	4351544	4350461	1084
9	+	1811641	1812724	1084
9	+	3198457	3199540	1084
9	-	3285585	3284502	1084
9	-	2376740	2375657	1084
9	+	2403481	2404564	1084
9	-	2442143	2440443	1701
9	+	2886008	2887091	1084
9	-	18918	17835	1084
9	-	2983360	2982277	1084
9	-	3118341	3117258	1084
9	-	1808081	1806998	1084
9	-	1778863	1777780	1084
9	+	2745757	2746840	1084
9	-	1973196	1972113	1084
9	+	2470405	2471488	1084
9	+	3128694	3129777	1084
9	-	2125369	2124296	1074
9	+	1694162	1695245	1084
10	-	1248768	1247685	1084
10	+	121605	122688	1084
10	+	2324150	2325223	1074
10	-	1688440	1687357	1084
10	+	1657282	1658365	1084
10	+	2960561	2961644	1084
10	-	1815700	1814617	1084
10	-	2149664	2148581	1084
10	+	2175694	2176777	1084
10	+	204980	206063	1084
10	-	1653722	1652639	1084
10	+	4493731	4494814	1084
10	+	2292016	2293099	1084
10	-	1001462	1000379	1084
10	-	1513477	1512394	1084
10	+	2474499	2475582	1084
10	-	2081400	2080317	1084
10	+	2503717	2504800	1084
10	-	3501142	3500060	1083
10	-	2586471	2585388	1084
--------------------------------------------------------------------------------
Block #4
Seq_id	Strand	Start	End	Length
1	+	2860643	2861660	1018
1	-	1659590	1658572	1019
8	+	3605465	3606782	1318
--------------------------------------------------------------------------------
Block #5
Seq_id	Strand	Start	End	Length
1	+	952885	958236	5352
1	+	1193224	1198575	5352
1	-	4341395	4335985	5411
1	-	732326	726974	5353
1	-	546172	540821	5352
1	-	384206	378855	5352
1	-	3604609	3599258	5352
2	-	548353	543004	5350
2	-	1559901	1554549	5353
2	+	2757696	2763047	5352
2	+	1928579	1933929	5351
2	-	1007464	1002053	5412
2	-	1216193	1210843	5351
2	-	1050262	1044916	5347
3	+	203004	208415	5412
3	-	3297029	3291618	5412
3	+	36561	41912	5352
3	+	245868	251279	5412
3	-	4593335	4587984	5352
3	+	865948	871299	5352
3	-	3963454	3958103	5352
4	+	12057	17408	5352
4	-	3704809	3699458	5352
4	+	1266430	1271781	5352
4	-	4227458	4222047	5412
4	-	4270324	4264913	5412
4	-	4436357	4431006	5352
5	+	1426239	1431590	5352
5	-	47777	42366	5412
5	-	716502	711151	5352
5	+	2256331	2261682	5352
5	+	1592763	1598174	5412
5	+	1635651	1641062	5412
5	+	1151763	1157114	5352
6	+	408923	414334	5412
6	-	3570664	3565253	5412
6	+	1118844	1124195	5352
6	+	498862	504211	5350
6	+	620860	626210	5351
6	-	4325470	4320060	5411
6	-	4438866	4433515	5352
7	+	3019344	3024752	5409
7	+	3109276	3114625	5350
7	-	2340803	2335490	5314
7	+	3231274	3236625	5352
7	+	3729251	3734594	5344
7	-	2227411	2222000	5412
7	-	1472820	1467410	5411
8	+	1628303	1633291	4989
8	+	2986722	2992072	5351
8	-	113743	108393	5351
8	+	1008630	1013981	5352
8	+	1124668	1130080	5413
8	+	1484489	1489900	5412
8	-	182117	176769	5349
9	-	4389967	4384616	5352
9	-	3654382	3648971	5412
9	+	1217271	1222622	5352
9	-	4223530	4218153	5378
9	+	12058	17409	5352
9	-	4180666	4175255	5412
10	+	251038	256449	5412
10	-	4500162	4494900	5263
10	+	83254	88605	5352
10	-	3082728	3077377	5352
10	+	753587	758998	5412
10	+	293902	299313	5412
10	-	4267566	4262215	5352
--------------------------------------------------------------------------------
Block #6
Seq_id	Strand	Start	End	Length
1	+	617579	618763	1185
1	+	265449	266633	1185
1	-	787380	786196	1185
1	+	4297160	4298344	1185
1	-	835371	834187	1185
1	-	1165674	1164491	1184
2	+	1513949	1515131	1183
2	-	795980	794796	1185
2	-	1614967	1613783	1185
2	+	2347913	2349097	1185
2	-	2439617	2438435	1183
2	+	1243743	1244927	1185
2	+	1820801	1821985	1185
2	+	1774160	1775343	1184
3	+	4296335	4297519	1185
3	+	4343003	4344187	1185
3	-	9011	7827	1185
3	+	457504	458688	1185
3	+	4549158	4550342	1185
3	-	3544885	3543701	1185
3	-	549183	547999	1185
3	+	4145895	4147079	1185
4	+	4463908	4465092	1185
4	+	4510577	4511761	1185
4	-	3952906	3951722	1185
4	-	953366	952182	1185
4	-	127516	126332	1185
4	+	4183220	4184404	1185
5	+	1096697	1097881	1185
5	-	297558	296374	1185
5	-	1398689	1397505	1185
5	-	1939529	1938345	1185
5	+	1050028	1051212	1185
5	-	1683634	1682450	1185
5	+	898911	900095	1185
6	-	4495893	4494709	1185
6	-	4278908	4277724	1185
6	-	3821360	3820176	1185
6	-	543037	541853	1185
6	-	1639123	1637939	1185
6	-	795520	794336	1185
7	-	2397830	2396646	1185
7	-	2180846	2179662	1185
7	-	1723318	1722135	1184
7	-	3405934	3404750	1185
7	-	4249495	4248311	1185
8	+	478883	480067	1185
8	+	742684	743868	1185
8	-	1927658	1926474	1185
8	+	636546	637730	1185
8	+	527354	528536	1183
8	+	953580	954764	1185
8	-	1208427	1207284	1144
8	-	4305702	4304519	1184
9	-	3902273	3901089	1185
9	+	4417516	4418700	1185
9	+	4564049	4565233	1185
9	+	1107465	1108649	1185
9	-	128548	127364	1185
10	+	4223389	4224573	1185
10	+	4385103	4386287	1185
10	+	4073029	4074213	1185
10	-	9011	7827	1185
10	-	55704	54520	1185
10	-	3589478	3588294	1185
10	+	505633	506817	1185
10	+	3501919	3503100	1182
--------------------------------------------------------------------------------
Block #7
Seq_id	Strand	Start	End	Length
1	+	3919813	3920914	1102
4	-	862820	861748	1073
6	+	3868350	3869451	1102
7	+	1770308	1771409	1102
9	-	811227	810155	1073
--------------------------------------------------------------------------------
Block #8
Seq_id	Strand	Start	End	Length
1	-	2834294	2832559	1736
1	+	2851860	2853090	1231
2	-	3829159	3827424	1736
2	-	3703140	3701713	1428
3	+	2502830	2504306	1477
3	-	2035164	2033737	1428
4	-	2144828	2143093	1736
4	+	2164354	2165772	1419
5	-	3127605	3126091	1515
5	-	3336117	3334690	1428
6	-	2205943	2204525	1419
6	-	2007120	2005605	1516
7	-	4617478	4615963	1516
7	-	108273	106855	1419
8	-	3243598	3241863	1736
10	+	2102662	2104089	1428
10	-	2083136	2081401	1736
--------------------------------------------------------------------------------
Block #9
Seq_id	Strand	Start	End	Length
1	+	2398934	2400747	1814
1	+	2397763	2398814	1052
1	+	3931204	3932672	1469
2	-	4152869	4151361	1509
2	-	4151055	4149710	1346
3	+	1842788	1844601	1814
3	+	1845964	1846963	1000
4	-	2702196	2701144	1053
4	-	2701025	2699212	1814
4	-	853420	852419	1002
5	-	3785577	3783764	1814
5	-	3786748	3785696	1053
6	-	2665324	2664318	1007
6	-	2664001	2662188	1814
7	-	566165	564352	1814
7	-	567488	566482	1007
8	-	2757858	2756045	1814
8	+	1222319	1224207	1889
8	+	1219785	1221655	1871
9	-	801820	800819	1002
9	-	2748654	2746841	1814
10	+	1650825	1652638	1814
10	+	1649654	1650705	1052
--------------------------------------------------------------------------------
Block #10
Seq_id	Strand	Start	End	Length
1	-	4038012	4036976	1037
2	+	381860	383541	1682
3	-	3645996	3644960	1037
3	+	3132327	3134008	1682
4	+	3538207	3539888	1682
5	+	4517619	4519300	1682
5	-	398651	397615	1037
6	-	3989211	3986845	2367
6	+	3400303	3401688	1386
6	+	4340668	4342058	1391
7	-	1890501	1888795	1707
7	+	2242610	2244000	1391
7	+	1302474	1303859	1386
8	-	1326301	1324093	2209
--------------------------------------------------------------------------------
Block #11
Seq_id	Strand	Start	End	Length
1	+	1026104	1028251	2148
1	-	2496489	2494347	2143
2	+	4052216	4054357	2142
2	-	934217	932073	2145
2	+	2367745	2369865	2121
3	-	529368	527248	2121
3	+	2385977	2388118	2142
3	+	319125	321273	2149
4	+	2601608	2603749	2142
4	+	308460	310608	2149
4	-	933312	931192	2121
5	-	1822563	1820413	2151
5	+	3686868	3689009	2142
5	-	1919714	1917594	2121
6	+	2560708	2562849	2142
6	+	4673733	4675881	2149
6	-	4258830	4256710	2121
7	+	2575684	2577832	2149
7	+	462871	465012	2142
7	-	2160768	2158648	2121
8	+	1679097	1681241	2145
8	-	225535	223393	2143
9	+	312116	314264	2149
9	+	825415	827535	2121
9	-	1906545	1904403	2143
10	-	1749531	1747389	2143
10	-	3573825	3571705	2121
10	+	367152	369300	2149
--------------------------------------------------------------------------------
Block #12
Seq_id	Strand	Start	End	Length
1	+	2850477	2851859	1383
1	-	2836050	2834295	1756
2	-	3704187	3703141	1047
2	-	3830915	3829160	1756
3	-	2036211	2035165	1047
3	+	2054437	2056195	1759
4	+	2163307	2164353	1047
4	-	2146584	2144829	1756
5	+	3355390	3357148	1759
5	-	3337164	3336118	1047
6	-	2206990	2205944	1047
6	+	2225216	2226974	1759
7	+	127543	129301	1759
7	-	109320	108274	1047
8	-	3245354	3243599	1756
8	+	3261721	3263103	1383
9	-	2450197	2449151	1047
9	+	2468416	2470174	1759
10	-	2084892	2083137	1756
10	+	2101615	2102661	1047
--------------------------------------------------------------------------------
Block #13
Seq_id	Strand	Start	End	Length
1	-	3461682	3459376	2307
1	-	3886538	3881932	4607
2	+	2472905	2477393	4489
2	+	2477888	2482494	4607
2	+	3196203	3198509	2307
3	+	582464	586942	4479
3	+	587439	592045	4607
3	+	1338639	1340945	2307
