Seq_id	Size	Description
1	4530125	NZ_CP006758.1
2	4502257	NZ_CP006794.1
3	4639390	CP045640.1
4	4553586	NC_014029.1
5	4636496	NZ_CP033690.1
6	4708493	NZ_CP033699.1
7	4708024	NZ_CP009906.1
8	4501786	NZ_CP009935.1
9	4653728	NC_003143.1
10	4546217	NZ_CP045149.1
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
8	+	3797294	3799232	1939
9	+	3048951	3050888	1938
9	+	3140446	3142383	1938
9	-	2970802	2968865	1938
9	+	2826195	2828132	1938
9	+	2692837	2694631	1795
9	-	2659963	2658026	1938
9	-	3277024	3275087	1938
9	-	2452135	2450198	1938
9	+	2364254	2366191	1938
9	-	2296799	2294862	1938
9	+	2236281	2238215	1935
9	+	2135475	2137412	1938
9	+	1992576	1994513	1938
9	-	3484434	3482499	1936
9	-	4521981	4520044	1938
9	-	4238727	4236790	1938
9	-	4213901	4211964	1938
9	-	4136697	4134760	1938
9	-	41207	39270	1938
9	-	107516	105579	1938
9	+	190067	192004	1938
9	+	1974698	1976635	1938
9	-	247663	245726	1938
9	-	1930810	1928873	1938
9	-	402985	401048	1938
9	-	573122	571185	1938
9	-	614904	612987	1918
9	-	3576358	3574421	1938
9	+	693731	695668	1938
9	-	1845960	1844272	1689
9	-	858868	856931	1938
9	-	908099	906172	1928
9	-	1015307	1013613	1695
9	+	3998780	4000643	1864
9	+	3950397	3952334	1938
9	+	3625274	3627211	1938
9	-	1728517	1726600	1918
9	+	1145945	1147882	1938
9	+	3662711	3664586	1876
9	-	1234220	1232283	1938
9	-	1280000	1278063	1938
9	+	1502757	1504694	1938
9	-	1622353	1620416	1938
9	+	3836982	3838865	1884
10	+	3681646	3683092	1447
10	+	3540392	3542329	1938
10	-	3309041	3307177	1865
10	+	3891171	3893108	1938
10	-	3201364	3199437	1928
10	+	3065761	3067698	1938
10	+	2658349	2660286	1938
10	-	4181272	4179335	1938
10	-	2472997	2471060	1938
10	-	2314044	2312107	1938
10	-	2188180	2186243	1938
10	-	1773331	1771394	1938
10	+	2099677	2101614	1938
10	-	1868620	1866826	1795
10	+	260667	262604	1938
10	-	303409	301472	1938
10	-	457485	455548	1938
10	-	570978	569041	1938
10	-	745434	743497	1938
10	+	4267945	4269882	1938
10	-	782695	780758	1938
10	-	989710	987773	1938
10	-	1096149	1094212	1938
10	+	1444751	1446688	1938
10	+	4471431	4473368	1938
10	-	1573290	1571380	1911
10	+	235841	237778	1938
--------------------------------------------------------------------------------
Block #2
Seq_id	Strand	Start	End	Length
1	+	3062024	3063338	1315
1	+	3040138	3041431	1294
1	-	1447935	1446621	1315
1	-	1659739	1658425	1315
1	-	3934014	3932701	1314
1	-	3129612	3128298	1315
1	-	2861900	2860586	1315
1	-	2000687	1999373	1315
1	+	2188117	2189431	1315
1	+	3701746	3703060	1315
1	+	2852860	2854174	1315
1	-	2402062	2400748	1315
1	-	2832789	2831475	1315
1	+	829403	830717	1315
1	+	23419	24733	1315
1	-	2435423	2434109	1315
1	+	3352376	3353690	1315
1	-	2564154	2562840	1315
1	+	725231	726548	1318
2	-	4146642	4145327	1316
2	+	4149740	4151055	1316
2	+	4113076	4114390	1315
2	+	3985336	3986650	1315
2	+	300999	302311	1313
2	-	3827654	3826340	1315
2	+	4289647	4290961	1315
2	+	3221527	3222841	1315
2	-	4367053	4365739	1315
2	-	3696355	3695041	1315
2	-	3304741	3303427	1315
2	-	3333913	3332599	1315
2	+	3657418	3658732	1315
2	-	3631849	3630535	1315
2	-	1935669	1934355	1315
2	-	3516258	3514944	1315
2	+	51889	53201	1313
2	-	1178544	1177230	1315
3	+	2803129	2804443	1315
3	+	2056195	2057509	1315
3	+	74753	76067	1315
3	-	1962974	1961660	1315
3	+	2319030	2320344	1315
3	-	2028379	2027065	1315
3	-	988293	986979	1315
3	+	3050304	3051618	1315
3	+	2481540	2482854	1315
3	-	2478442	2477128	1315
3	-	1847279	1845965	1315
3	-	1845916	1844602	1315
3	+	1989254	1990568	1315
3	+	1363963	1365277	1315
3	-	1705992	1704678	1315
3	+	3956363	3957677	1315
3	+	2446837	2448151	1315
3	-	2615325	2614011	1315
3	-	3103446	3102132	1315
3	-	1447890	1446576	1315
3	-	1477108	1475794	1315
4	+	2697897	2699211	1315
4	+	3262635	3263949	1315
4	-	1851652	1850338	1315
4	-	1880870	1879556	1315
4	+	1768436	1769750	1315
4	+	2534711	2536025	1315
4	-	3252743	3251429	1315
4	-	4398705	4397391	1315
4	-	3182961	3181647	1315
4	+	2662469	2663783	1315
4	-	3340185	3338871	1315
4	-	19148	17834	1315
4	+	2352288	2353602	1315
4	-	2143323	2142009	1315
4	+	2171130	2172444	1315
4	-	1390812	1389498	1315
4	-	2210254	2208940	1315
4	+	2236533	2237847	1315
4	-	2694799	2693485	1315
4	+	2942419	2943733	1315
5	-	3148855	3147542	1314
5	-	3264638	3263324	1315
5	+	3290207	3291521	1315
5	+	1464432	1465746	1315
5	-	3329332	3328018	1315
5	+	3357148	3358462	1315
5	-	2378665	2377351	1315
5	+	709411	710725	1315
5	+	4436886	4438200	1315
5	+	4189628	4190942	1315
5	-	4107231	4105917	1315
5	-	2866412	2865098	1315
5	+	3619999	3621313	1315
5	-	2837194	2835880	1315
5	+	4029930	4031244	1315
5	+	3747746	3749060	1315
5	-	3779351	3778037	1315
5	+	3782449	3783763	1315
5	+	2754005	2755319	1315
6	+	3319564	3320878	1315
6	-	2657775	2656462	1314
6	+	2160043	2161357	1315
6	-	2028383	2027069	1315
6	-	2876065	2874751	1315
6	+	2660873	2662187	1315
6	-	2199167	2197853	1315
6	+	4431775	4433089	1315
6	-	1739394	1738080	1315
6	+	2226974	2228288	1315
6	-	3156495	3155181	1315
6	-	1505079	1503765	1315
6	-	1475861	1474547	1315
6	+	1392632	1393946	1315
6	+	2664002	2665316	1315
6	+	2623508	2624822	1315
6	+	2491739	2493053	1315
6	+	658511	659825	1315
6	+	3066624	3067938	1315
6	-	3309673	3308359	1315
7	-	4638742	4637428	1315
7	+	4003013	4004327	1315
7	+	129301	130615	1315
7	-	4086242	4084928	1315
7	-	101497	100183	1315
7	+	62373	63687	1315
7	+	1221736	1223049	1314
7	-	1211845	1210531	1315
7	+	394065	395377	1313
7	-	4349764	4348450	1315
7	+	525672	526986	1315
7	-	559940	558626	1315
7	+	563038	564351	1314
7	-	1058670	1057356	1315
7	+	566166	567480	1315
7	-	4115456	4114144	1313
7	+	2333716	2335030	1315
7	+	968780	970094	1315
7	+	3268926	3270240	1315
7	-	778223	776910	1314
8	+	1579799	1581113	1315
8	-	3437553	3436239	1315
8	-	1015787	1014473	1315
8	-	904138	902824	1315
8	+	1616353	1617667	1315
8	-	1900488	1899174	1315
8	+	1191258	1192571	1314
8	+	3444708	3446022	1315
8	-	4171646	4170332	1315
8	-	4259796	4258482	1315
8	-	3483211	3481896	1316
8	-	1918030	1916717	1314
8	+	3544881	3546194	1314
8	+	2294665	2295979	1315
8	+	1139367	1140681	1315
8	-	3002804	3001490	1315
8	+	1413495	1414809	1315
8	+	1409083	1410397	1315
8	+	4042169	4043484	1316
8	+	853023	854337	1315
8	-	3606722	3605408	1315
8	-	3663656	3662342	1315
8	+	4004708	4006022	1315
8	-	3950939	3949903	1037
8	+	3697492	3698805	1314
8	+	3754197	3755511	1315
8	-	3810018	3808703	1316
8	+	217166	218480	1315
8	+	3810435	3811750	1316
8	-	3278657	3277343	1315
8	-	3266097	3264782	1316
8	+	2960241	2961556	1316
8	+	2754730	2756044	1315
8	-	3242093	3240780	1314
8	-	1219784	1218470	1315
8	+	2992344	2993658	1315
9	+	1811410	1812724	1315
9	-	1843740	1842426	1315
9	+	2885777	2887091	1315
9	-	3118572	3117258	1315
9	+	3198226	3199540	1315
9	-	2983591	2982277	1315
9	-	1808312	1806998	1315
9	-	1779094	1777780	1315
9	-	1973427	1972113	1315
9	-	2258551	2257237	1315
9	+	3128463	3129777	1315
9	-	3285816	3284502	1315
9	-	19149	17835	1315
9	+	1693931	1695245	1315
9	+	2745526	2746840	1315
9	-	2376971	2375657	1315
9	+	2403250	2404564	1315
9	-	4351775	4350461	1315
9	+	2470174	2471488	1315
9	-	2442374	2440443	1932
10	+	1657051	1658365	1315
10	-	1653953	1652639	1315
10	+	2503486	2504800	1315
10	+	2175463	2176777	1315
10	+	2474268	2475582	1315
10	-	3501373	3500060	1314
10	-	1688671	1687357	1315
10	-	1513708	1512394	1315
10	-	1815931	1814617	1315
10	+	2291785	2293099	1315
10	+	1435959	1437273	1315
10	-	1248999	1247685	1315
10	-	1001693	1000379	1315
10	-	2586702	2585388	1315
10	-	2081631	2080317	1315
10	+	121374	122688	1315
10	+	4493500	4494536	1037
10	+	2109723	2111205	1483
10	+	2111387	2112701	1315
10	+	2960330	2961644	1315
10	+	204749	206063	1315
10	-	2149895	2148581	1315
--------------------------------------------------------------------------------
Block #3
Seq_id	Strand	Start	End	Length
1	+	3599258	3604609	5352
1	-	1198575	1193224	5352
1	+	540821	546172	5352
1	-	958236	952885	5352
1	+	4335985	4341395	5411
1	+	378855	384206	5352
1	+	726974	732326	5353
2	+	543004	548353	5350
2	-	2763047	2757696	5352
2	+	1002053	1007464	5412
2	+	1044916	1050262	5347
2	+	1554549	1559901	5353
2	+	1210843	1216193	5351
2	-	1933929	1928579	5351
3	+	3291618	3297029	5412
3	-	41912	36561	5352
3	+	3958103	3963454	5352
3	-	208415	203004	5412
3	+	4587984	4593335	5352
3	-	251279	245868	5412
3	-	871299	865948	5352
4	+	4264913	4270324	5412
4	+	4222047	4227458	5412
4	+	4431006	4436357	5352
4	-	1271781	1266430	5352
4	+	3699458	3704809	5352
4	-	17408	12057	5352
5	-	2261682	2256331	5352
5	+	42366	47777	5412
5	+	711151	716502	5352
5	-	1641062	1635651	5412
5	-	1157114	1151763	5352
5	-	1431590	1426239	5352
5	-	1598174	1592763	5412
6	+	3565253	3570664	5412
6	-	1124195	1118844	5352
6	+	4433515	4438866	5352
6	-	626210	620860	5351
6	-	504211	498862	5350
6	+	4320060	4325470	5411
6	-	414334	408923	5412
7	-	3734594	3729251	5344
7	-	3024752	3019344	5409
7	+	1467410	1472820	5411
7	-	3114625	3109276	5350
7	+	2335490	2340803	5314
7	+	2222000	2227411	5412
7	-	3236625	3231274	5352
8	-	1489900	1484489	5412
8	-	1633291	1627880	5412
8	-	2992072	2986722	5351
8	-	1013981	1008630	5352
8	-	1130080	1124668	5413
8	+	176769	182117	5349
8	+	108393	113743	5351
9	+	4218153	4223530	5378
9	+	4175255	4180666	5412
9	+	3648971	3654382	5412
9	-	1222622	1217271	5352
9	-	17409	12058	5352
9	+	4384616	4389967	5352
10	+	4262215	4267566	5352
10	-	88605	83254	5352
10	+	4494815	4500162	5348
10	-	758998	753587	5412
10	+	3077377	3082728	5352
10	-	256449	251038	5412
10	-	299313	293902	5412
--------------------------------------------------------------------------------
Block #4
Seq_id	Strand	Start	End	Length
1	+	2494420	2496489	2070
1	-	1028172	1026104	2069
2	-	4054285	4052216	2070
2	-	2369794	2367745	2050
2	-	2365386	2363318	2069
2	+	932148	934217	2070
3	-	321194	319125	2070
3	-	2388046	2385977	2070
3	+	527318	529368	2051
3	+	531726	533794	2069
4	+	931262	933312	2051
4	+	935670	937738	2069
4	-	2603677	2601608	2070
4	-	310529	308460	2070
5	+	1922072	1924140	2069
5	+	1917664	1919714	2051
5	+	1820494	1822563	2070
5	-	3688937	3686868	2070
6	-	4675802	4673733	2070
6	-	2562777	2560708	2070
6	+	4256780	4258830	2051
6	+	4261188	4263256	2069
7	+	2158718	2160768	2051
7	+	2163126	2165194	2069
7	-	2577753	2575684	2070
7	-	464940	462871	2070
8	-	1681166	1679097	2070
8	+	223466	225535	2070
9	-	827465	825415	2051
9	-	314185	312116	2070
9	+	1904476	1906545	2070
10	-	369221	367152	2070
10	+	1747462	1749531	2070
10	+	3571775	3573825	2051
--------------------------------------------------------------------------------
Block #5
Seq_id	Strand	Start	End	Length
2	-	2424602	2422785	1818
2	-	2422784	2420945	1840
2	-	2420944	2419118	1827
3	+	476188	478033	1846
3	+	474367	476187	1821
3	+	472549	474366	1818
4	+	878243	880063	1821
4	+	876425	878242	1818
4	+	880064	881909	1846
5	-	1668601	1666784	1818
5	-	1666783	1664963	1821
5	-	1664962	1663117	1846
6	+	4201272	4203108	1837
6	+	4203109	4204929	1821
6	+	4204930	4206756	1827
7	+	2106853	2108698	1846
7	+	2105032	2106852	1821
7	+	2103214	2105031	1818
9	+	1122510	1124346	1837
9	+	1124347	1126167	1821
9	+	1126168	1127994	1827
10	+	3516956	3518773	1818
10	+	3518774	3520594	1821
10	+	3520595	3522440	1846
--------------------------------------------------------------------------------
Block #6
Seq_id	Strand	Start	End	Length
1	-	2360407	2359117	1291
1	-	2356850	2355560	1291
2	+	4191154	4192444	1291
2	+	4194711	4196002	1292
3	-	1800958	1799668	1291
3	-	1804515	1803225	1291
4	+	2739537	2740827	1291
4	+	2743094	2744384	1291
5	+	3827395	3828685	1291
5	+	3823838	3825128	1291
6	+	2707318	2708608	1291
6	+	2703761	2705051	1291
7	+	605925	607215	1291
7	+	609482	610772	1291
8	+	2799675	2800965	1291
8	+	2796112	2797408	1297
9	+	2787215	2788505	1291
9	+	2790772	2792062	1291
10	-	1612271	1610981	1291
10	-	1608714	1607424	1291
--------------------------------------------------------------------------------
Block #7
Seq_id	Strand	Start	End	Length
1	+	3472787	3474230	1444
1	+	3897673	3899116	1444
2	-	3185107	3183664	1444
2	-	2461774	2460330	1445
3	-	571335	569892	1444
3	-	1327540	1326097	1444
4	-	1727018	1725575	1444
4	-	975523	974080	1444
5	-	1961681	1960238	1444
5	-	2717582	2716139	1444
6	-	1356203	1354760	1444
6	-	817677	816234	1444
7	-	3966587	3965144	1444
7	-	3428091	3426648	1444
8	-	4133802	4132359	1444
8	+	1183585	1185028	1444
9	+	1085303	1086746	1444
9	-	1657502	1656059	1444
10	+	2623131	2624574	1444
10	-	3611635	3610192	1444
--------------------------------------------------------------------------------
Block #8
Seq_id	Strand	Start	End	Length
1	-	3895070	3887141	7930
1	-	3470184	3462285	7900
2	+	2464372	2472302	7931
2	+	3187704	3195600	7897
3	+	1330137	1338036	7900
3	+	573932	581861	7930
4	+	978126	986025	7900
4	+	1729615	1737544	7930
5	+	1964278	1972207	7930
5	+	2720179	2728078	7900
6	+	820274	828203	7930
6	+	1358806	1366705	7900
7	+	3969190	3977087	7898
7	+	3430688	3438617	7930
8	+	4133803	4141702	7900
8	-	1180988	1173059	7930
9	-	1082706	1074777	7930
9	+	1660105	1668004	7900
10	+	3614232	3622161	7930
10	-	2620528	2612629	7900
--------------------------------------------------------------------------------
Block #9
Seq_id	Strand	Start	End	Length
1	-	4195795	4193901	1895
1	-	4198660	4196766	1895
2	-	1412544	1410650	1895
2	-	1415400	1413506	1895
3	-	4044478	4042584	1895
3	-	4047343	4045449	1895
4	+	4054314	4056208	1895
4	+	4051458	4053352	1895
5	-	797518	795624	1895
5	-	800374	798480	1895
6	-	309259	307365	1895
6	-	312115	310221	1895
7	-	2919687	2917793	1895
7	-	2922543	2920649	1895
8	-	2230417	2228523	1895
8	-	2227562	2225668	1895
9	+	4102372	4104266	1895
9	+	4099516	4101410	1895
10	-	3971805	3969911	1895
10	-	3974661	3972767	1895
--------------------------------------------------------------------------------
Block #10
Seq_id	Strand	Start	End	Length
1	+	3895071	3897672	2602
1	+	3470185	3472786	2602
2	-	2464371	2461775	2597
2	-	3187703	3185108	2596
3	-	573931	571336	2596
3	-	1330136	1327541	2596
4	-	1729614	1727019	2596
4	-	978125	975524	2602
5	-	2720178	2717583	2596
5	-	1964277	1961682	2596
6	-	820273	817678	2596
6	-	1358805	1356204	2602
7	-	3430687	3428092	2596
7	-	3969189	3966588	2602
8	+	1180989	1183584	2596
9	-	1660104	1657503	2602
9	+	1082707	1085302	2596
10	-	3614231	3611636	2596
10	+	2620529	2623130	2602
--------------------------------------------------------------------------------
Block #11
Seq_id	Strand	Start	End	Length
1	-	3462284	3460683	1602
1	-	3887140	3885539	1602
2	+	3195601	3197202	1602
2	+	2476906	2478887	1982
3	+	1338037	1339638	1602
3	+	586443	588438	1996
4	+	986026	987627	1602
4	+	1742116	1744111	1996
5	+	1976790	1978785	1996
5	+	2728079	2729680	1602
6	+	832775	834770	1996
6	+	1366706	1368307	1602
7	+	3977088	3978689	1602
7	+	3443189	3445184	1996
8	-	1173058	1171457	1602
9	-	1070224	1068229	1996
9	+	1668005	1669606	1602
10	+	3626742	3628737	1996
10	-	2612628	2611027	1602
--------------------------------------------------------------------------------
Block #12
Seq_id	Strand	Start	End	Length
1	-	3883879	3882038	1842
2	+	2480547	2482388	1842
2	+	2475555	2476893	1339
3	+	590098	591939	1842
3	+	585104	586442	1339
4	+	989287	991128	1842
4	+	1740777	1742115	1339
5	+	1980445	1982286	1842
5	+	1975451	1976789	1339
6	+	836430	838271	1842
6	+	831436	832774	1339
7	+	3441850	3443188	1339
7	+	3446844	3448685	1842
8	-	1169797	1167956	1842
9	-	1066569	1064728	1842
9	-	1071563	1070225	1339
10	+	3625403	3626741	1339
10	+	3630397	3632238	1842
--------------------------------------------------------------------------------
Block #13
Seq_id	Strand	Start	End	Length
1	-	1120130	1118876	1255
1	+	2616823	2617852	1030
2	+	840109	841363	1255
3	-	413375	412121	1255
4	-	4139090	4137836	1255
4	+	1933571	1934600	1030
5	+	1728474	1729728	1255
6	-	2439058	2438029	1030
6	+	587142	588396	1255
7	-	341384	340355	1030
7	+	3197556	3198810	1255
8	+	2347759	2349013	1255
9	+	3946378	3947632	1255
9	-	2692825	2691796	1030
10	-	461504	460250	1255
10	+	1868632	1869661	1030
--------------------------------------------------------------------------------
Block #14
Seq_id	Strand	Start	End	Length
1	-	4272007	4269961	2047
