Seq_id	Size	Description
1	4530125	NZ_CP006758.1
2	4502257	NZ_CP006794.1
3	4639390	CP045640.1
4	4553586	NC_014029.1
5	4636496	NZ_CP033690.1
6	4708493	NZ_CP033699.1
7	4708024	NZ_CP009906.1
8	4501786	NZ_CP009935.1
9	4653728	NC_003143.1
10	4546217	NZ_CP045149.1
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
Block #26
Seq_id	Strand	Start	End	Length
1	+	1494033	1517155	23123
2	-	254358	231251	23108
3	-	3003645	2980538	23108
4	+	2979776	3002867	23092
5	-	4390201	4367094	23108
6	-	3270573	3247482	23092
7	-	1172745	1149302	23444
8	-	2914605	2891108	23498
9	+	2923195	2946285	23091
10	+	1048384	1071474	23091
--------------------------------------------------------------------------------
Block #27
Seq_id	Strand	Start	End	Length
1	+	3512929	3589575	76647
2	+	129841	206579	76739
3	+	2879110	2955863	76754
4	-	3104163	3027402	76762
5	+	4265649	4342419	76771
6	-	3222807	3144733	78075
7	-	1124982	1046908	78075
8	-	326025	249475	76551
9	-	3048934	2970819	78116
10	-	1172870	1096166	76705
--------------------------------------------------------------------------------
Block #28
Seq_id	Strand	Start	End	Length
1	+	618521	626058	7538
2	+	1244685	1252253	7569
3	+	4343945	4351513	7569
4	-	126574	119013	7562
5	-	1397747	1390194	7554
6	-	794578	787035	7544
7	-	3404992	3397450	7543
8	+	528294	535546	7253
9	-	127606	120321	7286
10	+	4386045	4393623	7579
--------------------------------------------------------------------------------
Block #29
Seq_id	Strand	Start	End	Length
1	-	396758	386757	10002
2	-	1063507	1053234	10274
3	+	189741	200031	10291
4	-	4283599	4273309	10291
5	+	1579501	1589791	10291
6	-	4338732	4328442	10291
7	-	2240673	2230383	10291
8	+	2974170	2984171	10002
9	-	4236792	4226502	10291
10	+	237776	248066	10291
--------------------------------------------------------------------------------
Block #30
Seq_id	Strand	Start	End	Length
1	-	62634	29246	33389
2	-	2098510	2064773	33738
3	-	3793582	3759664	33919
4	+	596488	632364	35877
5	-	545895	511977	33919
6	+	426511	462371	35861
7	+	3036928	3072789	35862
8	-	4116683	4082103	34581
9	+	542994	578870	35877
10	-	3751142	3717224	33919
--------------------------------------------------------------------------------
Block #31
Seq_id	Strand	Start	End	Length
1	+	2435697	2489434	53738
2	-	4112802	4059271	53532
3	-	2446563	2393032	53532
4	-	2662195	2608663	53533
5	-	3747472	3693923	53550
6	-	2623234	2567744	55491
7	-	525398	469907	55492
8	-	4004434	3950948	53487
9	+	1845974	1899490	53517
10	+	1688945	1742476	53532
--------------------------------------------------------------------------------
Block #32
Seq_id	Strand	Start	End	Length
1	-	4530125	4523144	6982
2	+	2160905	2167886	6982
3	-	3732228	3725247	6982
4	+	659786	666767	6982
5	-	484575	477594	6982
6	+	489846	496827	6982
7	+	3100263	3107244	6982
8	-	4054709	4047835	6875
9	+	606267	613248	6982
10	-	3689800	3682819	6982
--------------------------------------------------------------------------------
Block #33
Seq_id	Strand	Start	End	Length
1	+	1	17718	17718
2	-	2160903	2143180	17724
3	+	3732230	3749953	17724
4	-	659784	642041	17744
5	+	484577	502300	17724
6	-	489844	472121	17724
7	-	3100261	3082538	17724
8	+	4054711	4072435	17725
9	-	606265	588542	17724
10	+	3689802	3707525	17724
--------------------------------------------------------------------------------
Block #34
Seq_id	Strand	Start	End	Length
1	-	1242180	1230875	11306
2	+	506083	517574	11492
3	+	3256682	3268172	11491
4	+	3662555	3674043	11489
5	+	7437	18926	11490
6	+	3528574	3539879	11306
7	+	1430731	1442036	11306
8	+	23314	34620	11307
9	+	3612068	3623556	11489
10	-	795901	784413	11489
--------------------------------------------------------------------------------
Block #35
Seq_id	Strand	Start	End	Length
1	-	3458870	3407225	51646
2	+	3199015	3250019	51005
3	+	1341451	1392456	51006
4	+	1745924	1796928	51005
5	+	2731493	2782497	51005
6	+	1370120	1421124	51005
7	+	3980502	4031505	51004
8	+	4141726	4192979	51254
9	+	1671419	1722439	51021
10	-	2609214	2558209	51006
--------------------------------------------------------------------------------
Block #36
Seq_id	Strand	Start	End	Length
1	-	2255528	2210523	45006
2	+	4299334	4344379	45046
3	-	1696305	1651237	45069
4	+	3272287	3317403	45117
5	-	4097544	4052460	45085
6	+	2807924	2853085	45162
7	+	710088	755249	45162
8	+	1363399	1409082	45684
9	-	3108884	3063049	45836
10	-	1504021	1458937	45085
--------------------------------------------------------------------------------
Block #37
Seq_id	Strand	Start	End	Length
1	-	101334	94566	6769
2	+	2057477	2064772	7296
3	-	3833716	3826422	7295
4	+	556352	563648	7297
5	-	586029	578735	7295
6	-	4574077	4566783	7295
7	-	2476031	2468737	7295
8	-	1805216	1798216	7001
9	+	503154	510154	7001
10	-	3791276	3783982	7295
--------------------------------------------------------------------------------
Block #38
Seq_id	Strand	Start	End	Length
1	-	1319898	1310050	9849
2	+	428465	438313	9849
3	+	3178932	3188780	9849
4	+	3584812	3594660	9849
5	+	4566184	4576032	9849
6	+	3448864	3458712	9849
7	+	1351031	1360879	9849
8	+	4236122	4245881	9760
9	+	3532545	3542214	9670
10	-	874354	864506	9849
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
1	-	3634663	3604610	30054
2	+	2727642	2757695	30054
3	+	835894	865947	30054
4	+	1236361	1266429	30069
5	+	2226277	2256330	30054
6	+	1088206	1118843	30638
7	+	3698613	3729250	30638
8	-	143747	113744	30004
9	+	1187202	1217270	30069
10	-	3112782	3082729	30054
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
1	+	2045311	2052548	7238
2	-	7238	1	7238
3	-	2758478	2751241	7238
4	-	3482327	3475369	6959
5	+	3886609	3893846	7238
6	-	3020014	3012777	7238
7	-	922171	914934	7238
8	+	4305868	4313088	7221
9	-	3427923	3420965	6959
10	+	1293650	1300887	7238
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
1	+	3726690	3751037	24348
2	-	2637075	2612711	24365
3	-	746564	722215	24350
4	-	1145773	1121416	24358
5	-	2136929	2112572	24358
6	-	997493	973144	24350
7	-	3607905	3583556	24350
8	-	90473	65778	24696
9	+	908146	932491	24346
10	+	3201411	3225805	24395
--------------------------------------------------------------------------------
Block #42
Seq_id	Strand	Start	End	Length
1	+	1423144	1434570	11427
2	-	325850	314423	11428
3	-	3075157	3063730	11428
4	+	3227611	3239317	11707
5	-	4461739	4450312	11428
6	-	3344416	3332989	11428
7	-	1246587	1235160	11428
8	+	2334873	2346300	11428
9	-	3153595	3141889	11707
10	+	976840	988267	11428
--------------------------------------------------------------------------------
Block #43
Seq_id	Strand	Start	End	Length
1	+	4103502	4117132	13631
2	-	2183196	2169557	13640
3	+	3709631	3723576	13946
4	-	682075	668438	13638
5	+	462285	475923	13639
6	+	4051522	4065159	13638
7	+	1953471	1967108	13638
8	+	2133498	2147127	13630
9	-	628556	614919	13638
10	-	3322693	3309056	13638
--------------------------------------------------------------------------------
Block #44
Seq_id	Strand	Start	End	Length
1	-	2670411	2563657	106755
2	+	3884392	3985833	101442
3	+	2214515	2319527	105013
4	-	1987115	1880373	106743
5	+	3515485	3620496	105012
6	+	2385859	2492236	106378
7	+	288185	394562	106378
8	+	3641725	3754694	112970
9	+	2637315	2746023	108709
10	-	1922177	1815434	106744
--------------------------------------------------------------------------------
Block #45
Seq_id	Strand	Start	End	Length
1	-	4348422	4341396	7027
2	-	555379	548354	7026
3	-	3304055	3297030	7026
4	-	3711835	3704810	7026
5	-	54803	47778	7026
6	-	3577690	3570665	7026
7	-	1479846	1472821	7026
8	-	189144	182118	7027
9	-	3661408	3654383	7026
10	+	746561	753586	7026
--------------------------------------------------------------------------------
Block #46
Seq_id	Strand	Start	End	Length
1	-	3402995	3366409	36587
2	+	3254251	3290862	36612
3	+	1397397	1434010	36614
4	+	1801159	1837772	36614
5	+	2786728	2823314	36587
6	+	1425355	1461976	36622
7	+	4035736	4072357	36622
8	-	4384696	4348212	36485
9	+	1728630	1765214	36585
10	-	2553979	2517366	36614
--------------------------------------------------------------------------------
Block #47
Seq_id	Strand	Start	End	Length
1	-	4475490	4434767	40724
2	+	608248	649261	41014
3	+	3357085	3398105	41021
4	+	3764880	3805893	41014
5	+	107848	150811	42964
6	-	3622484	3581466	41019
7	-	1524639	1483621	41019
8	+	1946741	1987297	40557
9	+	3714297	3755277	40981
10	-	693683	652673	41011
--------------------------------------------------------------------------------
Block #48
Seq_id	Strand	Start	End	Length
1	-	318333	268716	49618
2	-	1875119	1824068	51052
3	-	4201114	4149162	51953
4	+	2831628	2879794	48167
5	-	954130	902178	51953
6	+	177330	225487	48158
7	+	2787768	2835923	48156
8	+	854669	902823	48155
9	-	4468871	4420783	48089
10	-	4128168	4076296	51873
--------------------------------------------------------------------------------
Block #49
Seq_id	Strand	Start	End	Length
1	+	2138340	2187708	49369
2	-	4416975	4367462	49514
3	-	2665247	2615734	49514
4	-	3390078	3340594	49485
5	+	3981089	4029521	48433
6	-	2925695	2876474	49222
7	-	827853	778632	49222
8	-	3860527	3811751	48777
9	-	3335427	3286225	49203
10	+	1386265	1435550	49286
--------------------------------------------------------------------------------
Block #50
Seq_id	Strand	Start	End	Length
1	-	1220351	1198576	21776
2	+	521244	543003	21760
3	+	3269858	3291617	21760
4	+	3677698	3699457	21760
5	+	20621	42365	21745
6	+	3543525	3565252	21728
7	+	1445682	1467409	21728
8	+	155313	176768	21456
9	+	3627211	3648970	21760
10	-	780758	758999	21760
--------------------------------------------------------------------------------
Block #51
Seq_id	Strand	Start	End	Length
1	+	1585624	1616110	30487
2	+	2818466	2848973	30508
3	+	926735	957212	30478
4	+	1329213	1359755	30543
5	+	2317105	2347614	30510
6	+	1677847	1708337	30491
7	+	4288218	4318708	30491
8	+	2458560	2489030	30471
9	+	1280016	1310545	30530
10	-	3021922	2991381	30542
--------------------------------------------------------------------------------
Block #52
Seq_id	Strand	Start	End	Length
1	+	3937331	4036492	99162
2	-	2347913	2248351	99563
3	+	3544885	3644476	99592
4	-	848234	747219	101016
5	+	297558	397131	99574
6	+	3882844	3984905	102062
7	+	1784796	1886854	102059
8	+	1224588	1323458	98871
9	-	796634	695669	100966
10	-	3487453	3387856	99598
--------------------------------------------------------------------------------
Block #53
Seq_id	Strand	Start	End	Length
1	+	4475491	4516286	40796
2	-	608247	565871	42377
3	-	3357084	3314546	42539
4	-	3764879	3722326	42554
5	-	107847	65294	42554
6	+	3622485	3665028	42544
7	+	1524640	1567011	42372
8	-	1946740	1900788	45953
9	-	3714296	3671899	42398
10	+	693684	736070	42387
--------------------------------------------------------------------------------
Block #54
Seq_id	Strand	Start	End	Length
1	-	2023422	2000190	23233
2	+	29156	52385	23230
3	+	2780396	2803626	23231
4	-	3205694	3182464	23231
5	+	4166895	4190125	23231
6	+	3043891	3067121	23231
7	+	946047	969277	23231
8	-	4282521	4259299	23223
9	+	3175513	3198723	23211
10	-	1271732	1248502	23231
--------------------------------------------------------------------------------
Block #55
Seq_id	Strand	Start	End	Length
1	-	1266176	1250320	15857
2	+	482782	498638	15857
3	+	3233389	3249245	15857
4	+	3639270	3655126	15857
5	+	4620640	4636496	15857
6	+	3505289	3521145	15857
7	+	1407446	1423302	15857
8	+	1	15885	15885
9	+	3588783	3604639	15857
10	-	819186	803330	15857
--------------------------------------------------------------------------------
Block #56
Seq_id	Strand	Start	End	Length
1	+	3273051	3319158	46108
2	-	3386398	3340191	46208
3	-	1529630	1483386	46245
4	+	2482200	2528438	46239
5	-	2918935	2872690	46246
6	-	1792345	1745672	46674
7	-	4402710	4356037	46674
8	+	2676325	2722550	46226
9	-	2027897	1979994	47904
10	+	2421752	2467990	46239
--------------------------------------------------------------------------------
Block #57
Seq_id	Strand	Start	End	Length
1	-	3701737	3676057	25681
2	+	2660711	2686364	25654
3	+	770201	795863	25663
4	+	1169410	1195086	25677
5	+	2160566	2186246	25681
6	+	1021130	1046800	25671
7	+	3631539	3657209	25671
8	-	4452771	4427151	25621
9	-	884507	858885	25623
10	-	3177773	3152102	25672
--------------------------------------------------------------------------------
Block #58
Seq_id	Strand	Start	End	Length
1	+	2826215	2831971	5757
2	+	3821074	3826836	5763
3	-	2062775	2057013	5763
4	+	2136743	2142505	5763
5	-	3363728	3357966	5763
6	-	2233554	2227792	5763
7	-	135881	130119	5763
8	+	3431027	3436735	5709
9	-	2476754	2470992	5763
10	+	2075051	2080813	5763
--------------------------------------------------------------------------------
Block #59
Seq_id	Strand	Start	End	Length
1	-	1944908	1924266	20643
2	+	107432	128340	20909
3	+	2856700	2877609	20910
4	-	3128533	3107623	20911
5	+	4243239	4264148	20910
6	+	3120364	3141273	20910
7	+	1022539	1043448	20910
8	-	347885	327526	20360
9	+	3252672	3273581	20910
10	-	1195265	1174371	20895
--------------------------------------------------------------------------------
Block #60
Seq_id	Strand	Start	End	Length
1	+	1947284	1996079	48796
2	-	105477	56496	48982
3	-	2856699	2807737	48963
4	+	3128534	3178353	49820
5	-	4243238	4194236	49003
6	-	3120363	3071224	49140
7	-	1022538	973388	49151
8	-	1467185	1418159	49027
9	-	3252671	3202834	49838
10	+	1195266	1244391	49126
--------------------------------------------------------------------------------
Block #61
Seq_id	Strand	Start	End	Length
1	+	4298595	4330655	32061
2	+	1517341	1549220	31880
3	+	4550593	4582655	32063
4	+	4184655	4216717	32063
5	-	1194504	1162443	32062
6	-	541602	509541	32062
7	-	3152017	3119955	32063
8	+	637981	670031	32051
9	+	4137893	4169925	32033
10	+	4224824	4256885	32062
--------------------------------------------------------------------------------
Block #62
Seq_id	Strand	Start	End	Length
1	-	1792030	1684815	107216
2	-	3012447	2905270	107178
3	-	1154541	1047364	107178
4	-	1556347	1449164	107184
5	-	2544245	2437068	107178
6	-	1675893	1565365	110529
7	-	4286263	4175742	110522
8	-	2596520	2491090	105431
9	-	1484961	1377805	107157
10	+	2794858	2902025	107168
--------------------------------------------------------------------------------
Block #63
Seq_id	Strand	Start	End	Length
1	-	3849434	3837685	11750
2	+	2514996	2526754	11759
3	+	624546	636304	11759
4	+	1023737	1035486	11750
5	+	2014894	2026652	11759
6	+	870861	883192	12332
7	+	3481273	3493604	12332
8	+	44801	56550	11750
9	-	1032120	1020371	11750
10	+	3664848	3676597	11750
--------------------------------------------------------------------------------
Block #64
Seq_id	Strand	Start	End	Length
1	-	1585623	1541323	44301
2	-	2818465	2774848	43618
3	-	926734	883118	43617
4	-	1327259	1283637	43623
5	-	2317104	2273488	43617
6	-	1179635	1136013	43623
7	-	3790030	3746409	43622
8	-	2458559	2414335	44225
9	-	1278062	1234441	43622
10	+	3021923	3065540	43618
--------------------------------------------------------------------------------
Block #65
Seq_id	Strand	Start	End	Length
1	+	815622	829402	13781
2	-	1792585	1778805	13781
3	-	4314760	4300981	13780
4	-	4482334	4468554	13781
5	-	1068454	1054674	13781
6	+	3851365	3865144	13780
7	+	1753323	1767102	13780
8	-	497198	483418	13781
9	-	4582476	4568695	13782
10	+	37278	51058	13781
--------------------------------------------------------------------------------
Block #66
Seq_id	Strand	Start	End	Length
1	+	3589576	3598994	9419
2	-	2772689	2763302	9388
3	-	880959	871554	9406
4	-	1281478	1272036	9443
5	-	2271329	2261937	9393
6	-	1133855	1124450	9406
7	-	3744253	3734849	9405
8	+	3799233	3808632	9400
9	-	1232282	1222886	9397
10	+	3067699	3077121	9423
--------------------------------------------------------------------------------
Block #67
Seq_id	Strand	Start	End	Length
1	+	3214375	3230567	16193
2	-	3445663	3429446	16218
3	-	1588902	1572686	16217
4	+	2422936	2439152	16217
5	-	2978198	2961982	16217
6	-	1853082	1836866	16217
7	-	4463445	4447229	16217
8	-	3106464	3090248	16217
9	-	2087128	2070944	16185
10	+	2362489	2378705	16217
--------------------------------------------------------------------------------
Block #68
Seq_id	Strand	Start	End	Length
1	+	396759	432081	35323
2	+	1065459	1100796	35338
3	-	187789	152438	35352
4	+	4285551	4320985	35435
5	-	1577549	1542163	35387
6	-	775599	740109	35491
7	-	3386014	3350524	35491
8	+	349840	385143	35304
9	+	4238744	4274115	35372
10	-	235824	199059	36766
--------------------------------------------------------------------------------
Block #69
Seq_id	Strand	Start	End	Length
1	-	3352872	3324473	28400
2	+	3304245	3332598	28354
3	+	1447394	1475793	28400
4	+	1851156	1879555	28400
5	+	2836698	2865097	28400
6	+	1475365	1503764	28400
7	+	4085746	4114143	28398
8	-	2755226	2726861	28366
9	+	1778598	1806997	28400
